C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_ca31c_0fb6e/rev_ca31c-0fb6e.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_cbda0_88282/rev_cbda0-88282.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_3975c_90c73/rev_3975c-90c73.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_0f644_c5b89/rev_0f644-c5b89.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_51588_45660/rev_51588-45660.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_ca6c0_ef560/rev_ca6c0-ef560.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_eb9a5_ca6c0/rev_eb9a5-ca6c0.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_2116a_26de5/rev_2116a-26de5.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_2116a_42127/rev_2116a-42127.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_2116a_960fb/rev_2116a-960fb.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_c035f_2116a/rev_c035f-2116a.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_92fa9_81e5d/rev_92fa9-81e5d.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_23547_ed7f7/rev_23547-ed7f7.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_e554c_fdb83/rev_e554c-fdb83.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_014c4_e554c/rev_014c4-e554c.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_75160_938a8/rev_75160-938a8.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_4bc76_cf4a6/rev_4bc76-cf4a6.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_938a8_3b3de/rev_938a8-3b3de.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_282c8_4fde2/rev_282c8-4fde2.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_81888_282c8/rev_81888-282c8.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_fb9d4_5d3b0/rev_fb9d4-5d3b0.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_ebac2_6a8d2/rev_ebac2-6a8d2.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_d4e34_ebac2/rev_d4e34-ebac2.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_86ed3_5f62c/rev_86ed3-5f62c.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_70d35_7e30a/rev_70d35-7e30a.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_c5015_6679c/rev_c5015-6679c.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_464f4_9a3d4/rev_464f4-9a3d4.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_a8d3d_809be/rev_a8d3d-809be.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_b6344_1bda4/rev_b6344-1bda4.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_ce138_1979a/rev_ce138-1979a.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_032b7_c5a80/rev_032b7-c5a80.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_06e95_032b7/rev_06e95-032b7.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_81965_fd67b/rev_81965-fd67b.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_cd3d4_81965/rev_cd3d4-81965.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_396ff_83caa/rev_396ff-83caa.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_7751c_959ae/rev_7751c-959ae.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_740e3_b79cf/rev_740e3-b79cf.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_0f631_d9de5/rev_0f631-d9de5.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_58a10_a44d1/rev_58a10-a44d1.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_9bbea_1ce1d/rev_9bbea-1ce1d.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_b974d_9bbea/rev_b974d-9bbea.revisions;0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_c7517_8e635/rev_c7517-8e635.revisions;0
