C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_ca31c_0fb6e/rev_ca31c-0fb6e;\RealmAndroid\lib\src\androidTest\java\io\realm\tests\typed\entities\AllColumnsRealmProxy;setColumnBoolean(boolean);0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_ca31c_0fb6e/rev_ca31c-0fb6e;\RealmAndroid\lib\src\androidTest\java\io\realm\tests\typed\entities\AllColumnsRealmProxy;getColumnString();0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_ca31c_0fb6e/rev_ca31c-0fb6e;\RealmAndroid\lib\src\androidTest\java\io\realm\tests\typed\entities\AllColumnsRealmProxy;getColumnFloat();0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_ca31c_0fb6e/rev_ca31c-0fb6e;\RealmAndroid\lib\src\androidTest\java\io\realm\tests\typed\entities\AllColumnsRealmProxy;setColumnFloat(float);0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_ca31c_0fb6e/rev_ca31c-0fb6e;\RealmAndroid\lib\src\androidTest\java\io\realm\tests\typed\entities\DogRealmProxy;getName();0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_ca31c_0fb6e/rev_ca31c-0fb6e;\RealmAndroid\lib\src\androidTest\java\io\realm\tests\typed\entities\UserRealmProxy;getId();0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_ca31c_0fb6e/rev_ca31c-0fb6e;\RealmAndroid\lib\src\androidTest\java\io\realm\tests\typed\entities\UserRealmProxy;setId(int);0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_ca31c_0fb6e/rev_ca31c-0fb6e;\RealmAndroid\lib\src\androidTest\java\io\realm\tests\typed\entities\UserRealmProxy;getEmail();0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_ca31c_0fb6e/rev_ca31c-0fb6e;\RealmAndroid\lib\src\androidTest\java\io\realm\tests\typed\entities\UserRealmProxy;getName();0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_ca31c_0fb6e/rev_ca31c-0fb6e;\RealmAndroid\lib\src\main\java\io\realm\example\entities\UserRealmProxy;getId();0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_ca31c_0fb6e/rev_ca31c-0fb6e;\RealmAndroid\lib\src\main\java\io\realm\example\entities\UserRealmProxy;setId(int);0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_ca31c_0fb6e/rev_ca31c-0fb6e;\RealmAndroid\lib\src\main\java\io\realm\example\entities\UserRealmProxy;getEmail();0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_ca31c_0fb6e/rev_ca31c-0fb6e;\RealmAndroid\lib\src\main\java\io\realm\example\entities\UserRealmProxy;getName();1
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_ca31c_0fb6e/rev_ca31c-0fb6e;\RealmAndroid\lib\src\main\java\io\realm\typed\Realm;create(Class<E>);0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_bbabd_ab63d/rev_bbabd-ab63d;\distribution\RealmIntroExample\app\src\main\java\io\realm\realmintroexample\IntroExample;WriteAndRead();0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_0196a_10b4f/rev_0196a-10b4f;\realm-annotations-processor\src\main\java\io\realm\processor\RealmSourceCodeGenerator;emitFields();0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_e689b_2692e/rev_e689b-2692e;\distribution\RealmBasicExample\app\src\main\java\io\realm\examples\realmintroexample\RealmBasicExampleActivity;basicReadWrite();1
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_e689b_2692e/rev_e689b-2692e;\distribution\RealmBasicExample\app\src\main\java\io\realm\examples\realmintroexample\RealmBasicExampleActivity;basicQuery();1
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_e689b_2692e/rev_e689b-2692e;\distribution\RealmBasicExample\app\src\main\java\io\realm\examples\realmintroexample\RealmBasicExampleActivity;basicUpdate();1
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_e689b_2692e/rev_e689b-2692e;\distribution\RealmBasicExample\app\src\main\java\io\realm\examples\realmintroexample\RealmBasicExampleActivity;complexReadWrite();1
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_e689b_2692e/rev_e689b-2692e;\distribution\RealmBasicExample\app\src\main\java\io\realm\examples\realmintroexample\RealmBasicExampleActivity;complexQuery();1
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_e689b_2692e/rev_e689b-2692e;\distribution\RealmBasicExample\app\src\main\java\io\realm\examples\realmintroexample\model\Person;getCats();0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_1a547_d1f69/rev_1a547-d1f69;\distribution\RealmBasicExample\app\src\main\java\io\realm\examples\realmintroexample\RealmBasicExampleActivity;complexReadWrite();1
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_899e5_34fb3/rev_899e5-34fb3;\distribution\RealmBasicExample\app\src\main\java\io\realm\examples\realmintroexample\RealmBasicExampleActivity;complexReadWrite();1
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_46df8_fa049/rev_46df8-fa049;\realm-annotations-processor\src\main\java\io\realm\processor\RealmSourceCodeGenerator;generate();0
C:/GGTS/workspace/Mestrado/FPFNAnalysis/projects/realm-java/revisions/rev_7121a_855e2/rev_7121a-855e2;\realm\src\main\java\io\realm\Realm;setVersion(int);1
